,Movies,movie_id
751,"Replacement Killers, The (1998)",0089886
752,Burnt By the Sun (1994),0106387
753,Red Corner (1997),0120053
754,Jumanji (1995),0119632
755,Father of the Bride Part II (1995),0118607
756,Across the Sea of Time (1995),0120347
757,Lawnmower Man 2: Beyond Cyberspace (1996),0120008
758,Fair Game (1995),0111579
759,Screamers (1995),0119994
760,Nick of Time (1995),0113497
761,Beautiful Girls (1996),0113041
762,Happy Gilmore (1996),0112286
763,If Lucy Fell (1996),0116839
764,Boomerang (1992),0113010
765,Man of the Year (1995),0114367
766,"Addiction, The (1995)",0113972
767,Casper (1995),0115639
768,Congo (1995),0116483
769,Devil in a Blue Dress (1995),0116606
770,Johnny Mnemonic (1995),0103859
771,Kids (1995),0113756
772,Mute Witness (1994),0112288
773,"Prophecy, The (1995)",0112642
774,Something to Talk About (1995),0112715
775,Three Wishes (1995),0112857
776,Castle Freak (1995),0113481
777,Don Juan DeMarco (1995),0113540
778,Drop Zone (1994),0110604
779,Dumb & Dumber (1994),0114194
780,French Kiss (1995),0114496
781,Little Odessa (1994),0114663
782,Milk Money (1994),0112643
783,Beyond Bedlam (1993),0112883
784,Only You (1994),0109676
785,"Perez Family, The (1995)",0109686
786,Roommates (1995),0113117
787,Relative Fear (1994),0110365
788,Swimming with Sharks (1995),0110516
789,Tommy Boy (1995),0106402
790,"Baby-Sitters Club, The (1995)",0110737
791,Bullets Over Broadway (1994),0114113
792,Crooklyn (1994),0114296
793,It Could Happen to You (1994),0110965
794,Richie Rich (1994),11343686
795,Speechless (1994),0114694
796,Timecop (1994),0112435
797,Bad Company (1995),0109348
798,Boys Life (1995),0109504
799,In the Mouth of Madness (1995),0110167
800,"Air Up There, The (1994)",0110989
801,Hard Target (1993),0111256
802,Heaven & Earth (1993),0111438
803,Jimmy Hollywood (1994),0112443
804,Manhattan Murder Mystery (1993),0265101
805,Menace II Society (1993),0113409
806,Poetic Justice (1993),0109067
807,"Program, The (1993)",0107076
808,Rising Sun (1993),0107096
809,"Shadow, The (1994)",0110197
810,Thirty-Two Short Films About Glenn Gould (1993),0107507
811,Andre (1994),0107554
812,"Celluloid Closet, The (1995)",0107840
813,"Great Day in Harlem, A (1994)",0107889
814,One Fine Day (1996),0107969
815,Candyman: Farewell to the Flesh (1995),0111143
816,Frisk (1995),0108328
817,Girl 6 (1996),0109120
818,Eddie (1996),0112651
819,Space Jam (1996),0109934
820,Mrs. Winterbourne (1996),0117247
821,Faces (1968),0112625
822,Mulholland Falls (1996),0113122
823,"Great White Hype, The (1996)",0116414
824,"Arrival, The (1996)",0116168
825,"Phantom, The (1996)",0117705
826,Daylight (1996),0117104
827,Alaska (1996),0062952
828,Fled (1996),0117107
829,Power 98 (1995),0116448
830,Escape from L.A. (1996),0115571
831,Bogus (1996),0117331
832,Bulletproof (1996),0116040
833,Halloween: The Curse of Michael Myers (1995),0115493
834,"Gay Divorcee, The (1934)",0116320
835,Ninotchka (1939),0114170
836,Meet John Doe (1941),0116225
837,In the Line of Duty 2 (1987),0115725
838,Loch Ness (1995),0115783
839,Last Man Standing (1996),0113253
840,"Glimmer Man, The (1996)",0025164
841,Pollyanna (1960),0031725
842,"Shaggy Dog, The (1959)",0033891
843,Freeway (1996),3541524
844,That Thing You Do! (1996),9042524
845,To Gillian on Her 37th Birthday (1996),1828327
846,Looking for Richard (1996),0116421
847,"Murder, My Sweet (1944)",0054195
848,Days of Thunder (1990),24531430
849,"Perfect Candidate, A (1996)",0116361
850,Two or Three Things I Know About Her (1966),0117887
851,"Bloody Child, The (1996)",0117924
852,Braindead (1992),0116913
853,Bad Taste (1987),0037101
854,Diva (1981),0099371
855,Night on Earth (1991),0117320
856,Paris Was a Woman (1995),0060304
857,Amityville: Dollhouse (1996),0115715
858,April Fool's Day (1986),0103873
859,"Believers, The (1987)",0092610
860,Nosferatu a Venezia (1986),0082269
861,Jingle All the Way (1996),0102536
862,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0178061
863,My Fellow Americans (1996),0115535
865,Michael (1996),0090655
866,"Whole Wide World, The (1996)",0092632
867,Hearts and Minds (1996),0091651
868,Fools Rush In (1997),0116705
869,Touch (1997),0065777
870,Vegas Vacation (1997),0117119
871,Love Jones (1997),
872,Picture Perfect (1997),0117038
873,Career Girls (1997),0118163
874,She's So Lovely (1997),0071604
875,Money Talks (1997),0119141
876,Excess Baggage (1997),0120357
877,That Darn Cat! (1997),0120434
878,"Peacemaker, The (1997)",0119572
879,Soul Food (1997),0119896
881,Washington Square (1997),0118818
882,Telling Lies in America (1997),0120112
883,Year of the Horse (1997),0119695
884,Phantoms (1998),0119086
885,"Life Less Ordinary, A (1997)",0120317
886,Eve's Bayou (1997),0119874
887,One Night Stand (1997),0120169
888,"Tango Lesson, The (1997)",
889,Mortal Kombat: Annihilation (1997),0120481
890,Bent (1997),0120303
891,Flubber (1997),0120539
892,For Richer or Poorer (1997),0119891
893,Home Alone 3 (1997),0119535
894,Scream 2 (1997),0119080
895,"Sweet Hereafter, The (1997)",0119832
896,Time Tracers (1995),0120275
897,"Postman, The (1997)",0119707
898,"Winter Guest, The (1997)",0118698
899,Kundun (1997),0119137
900,Mr. Magoo (1997),0119142
901,"Big Lebowski, The (1998)",0119303
902,Afterglow (1997),0120082
903,Ma vie en rose (My Life in Pink) (1997),0120255
904,Great Expectations (1998),0128755
905,Oscar & Lucinda (1997),0119925
906,Vermin (1998),0120521
907,Half Baked (1998),0119485
908,Dangerous Beauty (1998),0119718
909,Nil By Mouth (1997),0118715
910,Twilight (1998),0118566
911,U.S. Marshalls (1998),
912,Love and Death on Long Island (1997),0119223
913,Wild Things (1998),0119843
914,Primary Colors (1998),0120881
915,Lost in Space (1998),0120693
916,Mercury Rising (1998),0118892
917,City of Angels (1998),0119792
918,"City of Lost Children, The (1995)",0119594
919,Two Bits (1995),0120873
920,Farewell My Concubine (1993),0119574
921,Dead Man (1995),0120890
922,Raise the Red Lantern (1991),0119942
923,White Squall (1996),
924,Unforgettable (1996),0120749
925,Down Periscope (1996),0120632
926,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",0112682
927,"Craft, The (1996)",0114753
928,Harriet the Spy (1996),0106332
929,Chain Reaction (1996),0112817
930,"Island of Dr. Moreau, The (1996)",0101640
931,First Kid (1996),0118158
932,"Funeral, The (1996)",0118040
933,"Preacher's Wife, The (1996)",0116130
934,Paradise Road (1997),
935,Brassed Off (1996),0115963
936,"Thousand Acres, A (1997)",0116493
937,"Smile Like Yours, A (1997)",0115857
938,Murder in the First (1995),0116654
939,Airheads (1994),0116311
940,With Honors (1994),0116378
941,What's Love Got to Do with It (1993),0117372
942,Killing Zoe (1994),0119859
943,Renaissance Man (1994),0115744
944,Charade (1963),0120323
945,"Fox and the Hound, The (1981)",0120151
946,"Big Blue, The (Grand bleu, Le) (1988)",0113870
947,Booty Call (1997),0109068
948,How to Make an American Quilt (1995),0111732
949,Georgia (1995),0108551
950,"Indian in the Cupboard, The (1995)",0110265
951,Blue in the Face (1995),0110971
952,Unstrung Heroes (1995),0056923
953,Unzipped (1995),0082406
954,Before Sunrise (1995),0095250
955,Nobody's Fool (1994),0118750
956,Pushing Hands (1992),0113347
957,To Live (Huozhe) (1994),0113158
958,Dazed and Confused (1993),0113419
959,Naked (1993),0112541
960,Orlando (1993),0114798
961,Ruby in Paradise (1993),0114805
962,Some Folks Call It a Sling Blade (1993),0112471
963,"Month by the Lake, A (1995)",0110684
964,Funny Face (1957),0105652
965,"Affair to Remember, An (1957)",
966,Little Lord Fauntleroy (1936),0106677
967,"Inspector General, The (1949)",0107653
968,Winnie the Pooh and the Blustery Day (1968),0255451
969,Hear My Song (1991),0108000
970,Mediterraneo (1991),0108181
971,Passion Fish (1992),0113849
972,Grateful Dead (1995),0050419
973,Eye for an Eye (1996),0050105
974,Fear (1996),0027893
975,Solo (1996),26820079
976,"Substitute, The (1996)",0063819
977,Heaven's Prisoners (1996),0102014
978,"Trigger Effect, The (1996)",
979,Mother Night (1996),
980,Dangerous Ground (1997),0113212
981,Maximum Risk (1996),0116260
982,"Rich Man's Wife, The (1996)",0116287
983,Shadow Conspiracy (1997),0117688
984,Blood & Wine (1997),0117774
985,Turbulence (1997),0116508
986,Underworld (1997),0117965
987,"Beautician and the Beast, The (1997)",0117093
988,Cats Don't Dance (1997),0118927
989,Anna Karenina (1997),0117011
990,Keys to Tulsa (1997),0117473
991,Head Above Water (1996),0120107
992,Hercules (1997),0115710
993,"Last Time I Committed Suicide, The (1997)",0120390
994,"Kiss Me, Guido (1997)",0163964
995,"Big Green, The (1995)",0118691
996,Stuart Saves His Family (1995),0118829
997,Cabin Boy (1994),0118623
998,Clean Slate (1994),0116762
999,Lightning Jack (1994),0116502
1000,"Stupids, The (1996)",0119282
1001,"Pest, The (1997)",0119502
1003,Geronimo: An American Legend (1993),0119465
1004,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",0112499
1005,Until the End of the World (Bis ans Ende der Welt) (1991),0114571
1006,Waiting for Guffman (1996),0109361
1007,I Shot Andy Warhol (1996),0109443
1008,Stealing Beauty (1996),0110353
1009,Basquiat (1996),0117768
1010,2 Days in the Valley (1996),0119887
1011,Private Parts (1997),
1012,Anaconda (1997),0107004
1013,Romy and Michele's High School Reunion (1997),0101765
1014,Shiloh (1997),
1015,Con Air (1997),0118111
1016,Trees Lounge (1996),0116594
1017,Tie Me Up! Tie Me Down! (1990),0117737
1018,"Die xue shuang xiong (Killer, The) (1989)",0115632
1019,Gaslight (1944),0115438
1020,8 1/2 (1963),0119951
1021,"Fast, Cheap & Out of Control (1997)",0118615
1022,Fathers' Day (1997),0120032
1023,Mrs. Dalloway (1997),0120118
1024,Fire Down Below (1997),0118880
1025,"Lay of the Land, The (1997)",0117958
1026,"Shooter, The (1995)",0101026
1027,Grumpier Old Men (1995),0097202
1028,Jury Duty (1995),0036855
1029,"Beverly Hillbillies, The (1993)",0056801
1030,Lassie (1994),0119107
1031,Little Big League (1994),
1032,Homeward Bound II: Lost in San Francisco (1996),0119723
1033,"Quest, The (1996)",0119123
1034,Cool Runnings (1993),0123953
1035,Drop Dead Fred (1991),0114432
1036,Grease 2 (1982),0113228
1037,Switchback (1997),0113500
1038,Hamlet (1996),0106400
1039,Two if by Sea (1996),0110305
1040,Forget Paris (1995),0110363
1041,Just Cause (1995),0116552
1042,Rent-a-Kid (1995),0117420
1043,"Paper, The (1994)",0106611
1044,Fearless (1993),0101775
1045,Malice (1993),0084021
1046,Multiplicity (1996),0119210
1047,She's the One (1996),0116477
1048,House Arrest (1996),0118002
1049,"Ghost and Mrs. Muir, The (1947)",0113097
1050,"Associate, The (1996)",0113501
1051,Dracula: Dead and Loving It (1995),0114268
1052,Now and Then (1995),0110771
1053,Mr. Wrong (1996),0106881
1054,"Simple Twist of Fate, A (1994)",0107497
1055,Cronos (1992),0117108
1056,"Pallbearer, The (1996)",0117628
1057,"War, The (1994)",0116571
1058,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0039420
1059,"Adventures of Pinocchio, The (1996)",0115580
1060,"Evening Star, The (1996)",0112896
1061,Four Days in September (1997),0114011
1062,"Little Princess, A (1995)",0117102
1063,Crossfire (1947),0111194
1064,Koyaanisqatsi (1983),0104029
1065,Balto (1995),0117283
1066,Bottle Rocket (1996),0111667
1067,"Star Maker, The (Uomo delle stelle, L') (1995)",0116126
1068,Amateur (1994),0115472
1069,Living in Oblivion (1995),0116240
1070,Party Girl (1995),0119815
1071,"Pyromaniac's Love Story, A (1995)",0113670
1072,Shallow Grave (1994),0039286
1073,Reality Bites (1994),0085809
1074,"Man of No Importance, A (1994)",0112453
1075,"Pagemaster, The (1994)",0115734
1076,Love and a .45 (1994),
1077,Oliver & Company (1988),0109093
1078,Joe's Apartment (1996),0113677
1079,Celestial Clockwork (1994),0114095
1080,Curdled (1996),0114210
1081,Female Perversions (1996),0111149
1082,Albino Alligator (1996),0110950
1083,Anne Frank Remembered (1995),0110455
1084,Carried Away (1996),0110763
1085,It's My Party (1995),0110395
1086,Bloodsport 2 (1995),0095776
1087,Double Team (1997),0116707
1088,Speed 2: Cruise Control (1997),0109485
1089,Sliver (1993),0115994
1090,Pete's Dragon (1977),0116293
1091,Dear God (1996),0115495
1092,Live Nude Girls (1995),0112373
1093,"Thin Line Between Love and Hate, A (1996)",0115837
1094,High School High (1996),0113443
1095,Commandments (1997),0092675
1096,"Hate (Haine, La) (1995)",0119013
1097,Flirting With Disaster (1996),0120179
1098,"Red Firecracker, Green Firecracker (1994)",0108162
1099,What Happened Was... (1994),0076538
1100,Six Degrees of Separation (1993),0116059
1101,Two Much (1996),0113674
1102,Trust (1990),0117891
1103,C'est arrivé près de chez vous (1992),0116531
1104,Firestorm (1998),0115927
1105,"Newton Boys, The (1998)",5580266
1106,Beyond Rangoon (1995),0116324
1107,Feast of July (1995),0110769
1108,Death and the Maiden (1994),0111689
1109,Tank Girl (1995),0108149
1110,Double Happiness (1994),0118001
1111,Cobb (1994),0103130
1112,Mrs. Parker and the Vicious Circle (1994),0103905
1113,Faithful (1996),0120670
1114,Twelfth Night (1996),0120769
1115,"Mark of Zorro, The (1940)",0112495
1116,Surviving Picasso (1996),0113044
1117,Up in Smoke (1978),0109579
1118,Some Kind of Wonderful (1987),0114614
1119,I'm Not Rappaport (1996),0109655
1120,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0109450
1121,They Made Me a Criminal (1939),0110588
1122,"Last Time I Saw Paris, The (1954)",0116269
1123,"Farewell to Arms, A (1932)",0117991
1124,"Innocents, The (1961)",0032762
1125,"Old Man and the Sea, The (1958)",0117791
1126,"Truman Show, The (1998)",0078446
1127,Heidi Fleiss: Hollywood Madam (1995) ,0094006
1128,Chungking Express (1994),0116601
1129,Jupiter's Wife (1994),0058450
1130,Safe (1995),0032022
1131,Feeling Minnesota (1996),0047162
1132,Escape to Witch Mountain (1975),0022879
1133,Get on the Bus (1996),0055018
1134,"Doors, The (1991)",0052027
1135,Ghosts of Mississippi (1996),0120382
1136,Beautiful Thing (1996),0113283
1137,Best Men (1997),0109424
1138,Hackers (1995),0110217
1139,"Road to Wellville, The (1994)",0114323
1140,"War Room, The (1993)",0116289
1141,When We Were Kings (1996),0072951
1142,Hard Eight (1996),0116404
1143,"Quiet Room, The (1996)",0101761
1144,Blue Chips (1994),0116410
1145,Calendar Girl (1993),0115640
1146,My Family (1995),0118702
1147,Tom & Viv (1994),0113243
1148,Walkabout (1971),0111001
1149,Last Dance (1996),0108515
1150,Original Gangstas (1996),0118147
1151,In Love and War (1996),0119256
1152,Backbeat (1993),0117422
1153,Alphaville (1965),0109305
1154,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",0106505
1155,Cyclo (1995),
1156,"Relic, The (1997)",0111454
1157,"Fille seule, La (A Single Girl) (1995)",0067959
1158,Stalker (1979),0116827
1159,Love! Valour! Compassion! (1997),0117260
1160,Palookaville (1996),0116621
1161,Phat Beach (1996),0106339
1162,"Portrait of a Lady, The (1996)",0058898
1163,Zeus and Roxanne (1997),0114266
1164,Big Bully (1996),0112767
1165,Love & Human Remains (1993),0120004
1166,"Sum of Us, The (1994)",0113057
1167,Little Buddha (1993),0079944
1168,Fresh (1994),0119578
1169,Spanking the Monkey (1994),0117284
1170,Wild Reeds (1994),0117332
1171,"Women, The (1939)",0117364
1172,Bliss (1997),0120550
1173,Caught (1996),0115676
1174,Hugo Pool (1997),0107447
1175,Welcome To Sarajevo (1997),0111309
1176,Dunston Checks In (1996),0107426
1177,Major Payne (1994),0109842
1178,Man of the House (1995),0111252
1179,I Love Trouble (1994),0111019
1180,"Low Down Dirty Shame, A (1994)",0032143
1181,Cops and Robbersons (1994),0118742
1182,"Cowboy Way, The (1994)",0115847
1183,"Endless Summer 2, The (1994)",0119327
1184,In the Army Now (1994),0120490
1185,"Inkwell, The (1994)",0116151
1186,Switchblade Sisters (1975),0110443
1187,Young Guns II (1990),0113755
1188,Prefontaine (1997),0110093
1189,That Old Feeling (1997),0110399
1190,"Letter From Death Row, A (1998)",0109480
1191,"Boys of St. Vincent, The (1993)",0109493
1192,Before the Rain (Pred dozhdot) (1994),0109729
1193,Once Were Warriors (1994),0110123
1194,Strawberry and Chocolate (Fresa y chocolate) (1993),0110137
1195,"Savage Nights (Nuits fauves, Les) (1992)",0073778
1196,"Family Thing, A (1996)",0100994
1197,Purple Noon (1960),0119937
1198,Cemetery Man (Dellamorte Dellamore) (1994),0120318
1199,Kim (1950),0119521
1200,Marlene Dietrich: Shadow and Light (1996) ,0106473
1201,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",0110882
1202,Top Hat (1935),0110729
1203,To Be or Not to Be (1942),0106966
1204,"Secret Agent, The (1996)",0105032
1205,Amos & Andrew (1993),0116275
1206,Jade (1995),0054189
1207,Kiss of Death (1995),29834480
1208,Mixed Nuts (1994),0042644
1209,Virtuosity (1995),0116992
1210,Blue Sky (1994),0109255
1211,Flesh and Bone (1993),0027125
1212,Guilty as Sin (1993),0035446
1213,In the Realm of the Senses (Ai no corrida) (1976),0117582
1214,Barb Wire (1996),0106266
1215,Kissed (1996),0113451
1216,Assassins (1995),0113552
1217,Friday (1995),0110538
1218,"Goofy Movie, A (1995)",0114857
1219,Higher Learning (1995),0109306
1220,When a Man Loves a Woman (1994),0106926
1221,Judgment Night (1993),
1222,King of the Hill (1993),0074102
1223,"Scout, The (1994)",0115624
1224,Angus (1995),0116783
1225,Night Falls on Manhattan (1997),0112401
1226,"Awfully Big Adventure, An (1995)",0113118
1227,Under Siege 2: Dark Territory (1995),0113198
1228,Poison Ivy II (1995),0113305
1229,Ready to Wear (Pret-A-Porter) (1994),0111693
1230,Marked for Death (1990),0107286
1231,Madonna: Truth or Dare (1991),0107322
1232,Nénette et Boni (1996),0111094
1233,Chairman of the Board (1998),0112368
1234,"Big Bang Theory, The (1994)",0119783
1235,"Other Voices, Other Rooms (1997)",
1236,Twisted (1996),0114781
1237,Full Speed (1996),0114151
1238,Cutthroat Island (1995),0110907
1239,Ghost in the Shell (Kokaku kidotai) (1995),0100114
1240,"Van, The (1996)",0102370
1241,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",0117221
1242,Night Flier (1997),0118836
1243,Metro (1997),0898266
1244,Gridlock'd (1997),0119845
1245,Bushwhacked (1995),0115403
1246,Bad Girls (1994),0118230
1247,Blink (1994),0112760
1248,For Love or Money (1993),0113568
1249,Best of the Best 3: No Turning Back (1995),0118064
1250,A Chef in Love (1996),
1251,"Contempt (Mépris, Le) (1963)",0119784
1252,"Tie That Binds, The (1995)",0119664
1253,Gone Fishin' (1997),0119225
1254,Broken English (1996),0112602
1255,"Designated Mourner, The (1997)",0109198
1257,Trial and Error (1997),0109287
1258,Pie in the Sky (1995),0106941
1259,Total Eclipse (1995),0112483
1260,"Run of the Country, The (1995)",0117050
1261,Walking and Talking (1996),28783931
1262,Foxfire (1996),0114666
1263,Nothing to Lose (1994),0119214
1264,Star Maps (1997),0115760
1265,Bread and Chocolate (Pane e cioccolata) (1973),0118964
1266,Clockers (1995),
1267,Bitter Moon (1992),0120373
1268,Love in the Afternoon (1957),0114131
1269,Life with Mikey (1993),0114702
1270,North (1994),0114307
1271,Talking About Sex (1994),0118113
1272,Color of Night (1994),0116353
1273,Robocop 3 (1993),0119807
1274,Killer (Bulletproof Heart) (1994),0120197
1275,Sunset Park (1996),
1276,Set It Off (1996),0112688
1277,Selena (1997),0104779
1278,Wild America (1997),0050658
1279,Gang Related (1997),0107413
1280,Manny & Lo (1996),0110687
1281,"Grass Harp, The (1995)",0111357
1282,Out to Sea (1997),0109456
1283,Before and After (1996),0107978
1284,Princess Caraboo (1994),0110259
1285,Shall We Dance? (1937),0117784
1286,Ed (1996),0117603
1287,Denise Calls Up (1995),0120094
1288,Jack and Sarah (1995),0120512
1289,Country Life (1994),0118900
1290,Celtic Pride (1996),0116985
1291,"Simple Wish, A (1997)",0113211
1292,Star Kid (1997),0119848
1293,Ayn Rand: A Sense of Life (1997),0115645
1294,Kicked in the Head (1997),0110892
1295,Indian Summer (1996),0029546
1296,Love Affair (1994),0116165
1297,"Band Wagon, The (1953)",26368529
1298,Penny Serenade (1941),0113448
1299,'Til There Was You (1997),0109491
1300,Stripes (1981),0115851
1301,Late Bloomers (1996),0120133
1302,"Getaway, The (1994)",0120478
1303,New York Cop (1996),0118662
1304,National Lampoon's Senior Trip (1995),0119457
1305,Delta of Venus (1994),0116631
1306,Carmen Miranda: Bananas Is My Business (1994),0110391
1307,Babyfever (1994),0045537
1308,"Very Natural Thing, A (1974)",0034012
1309,"Walk in the Sun, A (1945)",0118523
1310,Waiting to Exhale (1995),0083131
1311,"Pompatus of Love, The (1996)",0116834
1312,Palmetto (1998),0109890
1313,Surviving the Game (1994),0117169
1314,Inventing the Abbotts (1997),0113936
1315,"Horse Whisperer, The (1998)",0109593
1316,"Journey of August King, The (1995)",0109381
1317,Catwalk (1995),0109191
1318,"Neon Bible, The (1995)",0072362
1319,Homage (1995),0038235
1320,Open Season (1996),0114885
1321,Metisse (Café au Lait) (1993),6154608
1322,"Wooden Man's Bride, The (Wu Kui) (1994)",0120782
1323,Loaded (1994),0111323
1324,August (1996),0119381
1325,Boys (1996),0119314
1326,Captives (1994),0113490
1327,Of Love and Shadows (1994),0112646
1328,"Low Life, The (1994)",0113952
1329,An Unforgettable Summer (1994),0113319
1330,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",0400717
1331,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),0107642
1332,Midnight Dancers (Sibak) (1994),0111752
1333,Somebody to Love (1994),0110374
1334,American Buffalo (1996),0115591
1335,Kazaam (1996),0115742
1336,Larger Than Life (1996),0109374
1337,Two Deaths (1995),0110712
1338,Stefano Quantestorie (1993),0110400
1339,"Crude Oasis, The (1995)",0111546
1340,Hedd Wyn (1992),0113610
1341,"Convent, The (Convento, O) (1995)",0106810
1342,Lotto Land (1995),0111180
1343,"Story of Xinghua, The (1993)",0111237
1344,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",0115530
1345,Dingo (1992),0116756
1346,"Ballad of Narayama, The (Narayama Bushiko) (1958)",0116823
1347,Every Other Weekend (1990),0117999
1348,Mille bolle blu (1993),0108220
1349,Crows and Sparrows (1949),0112746
1350,Lover's Knot (1996),0104403
1351,Shadow of Angels (Schatten der Engel) (1976),0217331
1352,1-900 (1994),0113695
1353,Venice/Venice (1992),16968450
1354,Infinity (1996),0111424
1355,Ed's Next Move (1996),0103428
1356,For the Moment (1994),0051980
1357,The Deadly Cure (1996),9432226
1358,Boys in Venice (1996),0107575
1359,"Sexual Life of the Belgians, The (1994)",0042054
1360,"Search for One-eye Jimmy, The (1996)",0116934
1361,American Strays (1996),0075169
1362,"Leopard Son, The (1996)",0109001
1363,Bird of Prey (1996),0105729
1364,Johnny 100 Pesos (1993),0116635
1365,JLG/JLG - autoportrait de décembre (1994),0116167
1366,Faust (1994),0109823
1367,Mina Tannenbaum (1994),0645145
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",20163092
1369,I Can't Sleep (J'ai pas sommeil) (1994),0111622
1370,"Machine, The (1994)",0117577
1371,"Stranger, The (1994)",0115531
1372,Good Morning (1971),0116859
1373,Falling in Love Again (1980),0115684
1374,"Cement Garden, The (1993)",0107274
1375,Meet Wally Sparks (1997),0110173
1376,Hotel de Love (1996),0109781
1377,Rhyme & Reason (1997),0110521
1378,Love and Other Catastrophes (1996),
1379,Hollow Reed (1996),
1380,Losing Chase (1996),0110263
1381,"Bonheur, Le (1965)",0282200
1382,"Second Jungle Book: Mowgli & Baloo, The (1997)",0067152
1383,Squeeze (1996),0080714
1384,Roseanna's Grave (For Roseanna) (1997),0106535
1385,Tetsuo II: Body Hammer (1992),0119644
1386,Fall (1997),0116565
1387,Gabbeh (1996),0120014
1388,Mondo (1996),0116931
1389,"Innocent Sleep, The (1995)",0113314
1390,For Ever Mozart (1996),0116920
1391,"Locusts, The (1997)",0058985
1392,Stag (1997),0120087
1393,Swept from the Sea (1997),0115680
1394,Hurricane Streets (1998),0120034
1395,Stonewall (1995),0105569
1396,Of Human Bondage (1934),0119098
1397,Anna (1996),0116384
1398,Stranger in the House (1997),0118163
1399,Picture Bride (1995),0113425
1400,M. Butterfly (1993),0116334
1401,"Ciao, Professore! (1993)",0119557
1402,Caro Diario (Dear Diary) (1994),0120192
1403,Withnail and I (1987),0120257
1404,Boy's Life 2 (1997),0119338
1405,When Night Is Falling (1995),0114550
1406,"Specialist, The (1994)",0025586
1407,Gordy (1995),0115099
1408,"Swan Princess, The (1994)",0120222
1409,Harlem (1993),0114129
1410,Barbarella (1968),0107468
1411,Land Before Time III: The Time of the Great Giving (1995) (V),0107225
1412,Street Fighter (1994),14156920
1413,Coldblooded (1995),0094336
1414,"Next Karate Kid, The (1994)",0118762
1415,No Escape (1994),0114916
1416,"Turning, The (1992)",0111255
1417,"Joy Luck Club, The (1993)",0113199
1418,Highlander III: The Sorcerer (1994),0111333
1419,Gilligan's Island: The Movie (1998),0107079
1420,My Crazy Life (Mi vida loca) (1993),0062711
1421,Suture (1993),0113596
1422,"Walking Dead, The (1995)",0111301
1423,I Like It Like That (1994),0112702
1424,I'll Do Anything (1994),0110657
1425,Grace of My Heart (1996),0110678
1426,Drunks (1995),0105660
1427,SubUrbia (1997),0107282
1428,Sliding Doors (1998),0110027
1429,Ill Gotten Gains (1997),0078945
1430,Legal Deceit (1997),
1431,"Mighty, The (1998)",0108260
1432,Men of Means (1998),1520211
1433,Shooting Fish (1997),0110091
1434,"Steal Big, Steal Little (1995)",0110097
1435,Mr. Jones (1993),0116442
1436,House Party 3 (1994),0112907
1437,Panther (1995),0086589
1438,Jason's Lyric (1994),0120148
1439,Above the Rim (1994),0119352
1440,Moonlight and Valentino (1995),0130073
1441,"Scarlet Letter, The (1995)",0119670
1442,8 Seconds (1994),0119655
1443,That Darn Cat! (1965),0120122
1444,Ladybird Ladybird (1994),0114536
1445,"Bye Bye, Love (1995)",0107611
1446,Century (1993),0110064
1447,My Favorite Season (1993),0114084
1448,Pather Panchali (1955),0110186
1449,Golden Earrings (1947),0109035
1450,Foreign Correspondent (1940),0113851
1451,Lady of Burlesque (1943),0114345
1452,Angel on My Shoulder (1946),0109021
1453,Angel and the Badman (1947),0059793
1454,"Outlaw, The (1943)",0110296
1455,Beat the Devil (1954),0112606
1456,Love Is All There Is (1996),0106537
1457,"Damsel in Distress, A (1937)",0107471
1458,Madame Butterfly (1995),0048473
1459,Sleepover (1995),0039428
1460,Here Comes Cookie (1935),0032484
1461,"Thieves (Voleurs, Les) (1996)",0036094
1462,"Boys, Les (1997)",0038300
1463,"Stars Fell on Henrietta, The (1995)",0039152
1464,Last Summer in the Hamptons (1995),0036241
1465,Margaret's Museum (1995),0046414
1466,"Saint of Fort Washington, The (1993)",0116928
1467,"Cure, The (1995)",0028757
1468,Tom and Huck (1995),0113731
1469,Gumby: The Movie (1995),0114472
1470,Hideaway (1995),0026465
1471,"Visitors, The (Visiteurs, Les) (1993)",
1472,"Little Princess, The (1939)",0118764
1473,Nina Takes a Lover (1994),0114534
1474,Bhaji on the Beach (1993),0113612
1475,Raw Deal (1948),0113774
1476,Nightwatch (1997),0108026
1477,Dead Presidents (1995),0112757
1478,Reckless (1995),0112302
1479,Herbie Rides Again (1974),0113234
1480,S.F.W. (1994),0113303
1481,"Gate of Heavenly Peace, The (1995)",
1482,"Man in the Iron Mask, The (1998)",8630140
1483,"Jerky Boys, The (1994)",0110671
1484,"Colonel Chabert, Le (1994)",0106408
1485,Girl in the Cadillac (1995),0040723
1486,Even Cowgirls Get the Blues (1993),0119791
